"Tissue","Quantile","Signature","Scale","Value"
"LUAD","80%","SBS40","exome",8.372
"LUAD","85%","SBS40","exome",9.324
"LUAD","90%","SBS40","exome",10.264
"LUAD","95%","SBS40","exome",10.95
"LUAD","5%","SBS41","genome",NA
"LUAD","10%","SBS41","genome",NA
"LUAD","15%","SBS41","genome",NA
"LUAD","20%","SBS41","genome",NA
"LUAD","25%","SBS41","genome",NA
"LUAD","30%","SBS41","genome",NA
"LUAD","35%","SBS41","genome",NA
"LUAD","40%","SBS41","genome",NA
"LUAD","45%","SBS41","genome",NA
"LUAD","50%","SBS41","genome",NA
"LUAD","55%","SBS41","genome",NA
"LUAD","60%","SBS41","genome",NA
"LUAD","65%","SBS41","genome",NA
"LUAD","70%","SBS41","genome",NA
"LUAD","75%","SBS41","genome",NA
"LUAD","80%","SBS41","genome",NA
"LUAD","85%","SBS41","genome",NA
"LUAD","90%","SBS41","genome",NA
"LUAD","95%","SBS41","genome",NA
"LUAD","5%","SBS41","exome",NA
"LUAD","10%","SBS41","exome",NA
"LUAD","15%","SBS41","exome",NA
"LUAD","20%","SBS41","exome",NA
"LUAD","25%","SBS41","exome",NA
"LUAD","30%","SBS41","exome",NA
"LUAD","35%","SBS41","exome",NA
"LUAD","40%","SBS41","exome",NA
"LUAD","45%","SBS41","exome",NA
"LUAD","50%","SBS41","exome",NA
"LUAD","55%","SBS41","exome",NA
"LUAD","60%","SBS41","exome",NA
"LUAD","65%","SBS41","exome",NA
"LUAD","70%","SBS41","exome",NA
"LUAD","75%","SBS41","exome",NA
"LUAD","80%","SBS41","exome",NA
"LUAD","85%","SBS41","exome",NA
"LUAD","90%","SBS41","exome",NA
"LUAD","95%","SBS41","exome",NA
"LUAD","5%","SBS42","genome",NA
"LUAD","10%","SBS42","genome",NA
"LUAD","15%","SBS42","genome",NA
"LUAD","20%","SBS42","genome",NA
"LUAD","25%","SBS42","genome",NA
"LUAD","30%","SBS42","genome",NA
"LUAD","35%","SBS42","genome",NA
"LUAD","40%","SBS42","genome",NA
"LUAD","45%","SBS42","genome",NA
"LUAD","50%","SBS42","genome",NA
"LUAD","55%","SBS42","genome",NA
"LUAD","60%","SBS42","genome",NA
"LUAD","65%","SBS42","genome",NA
"LUAD","70%","SBS42","genome",NA
"LUAD","75%","SBS42","genome",NA
"LUAD","80%","SBS42","genome",NA
"LUAD","85%","SBS42","genome",NA
"LUAD","90%","SBS42","genome",NA
"LUAD","95%","SBS42","genome",NA
"LUAD","5%","SBS42","exome",NA
"LUAD","10%","SBS42","exome",NA
"LUAD","15%","SBS42","exome",NA
"LUAD","20%","SBS42","exome",NA
"LUAD","25%","SBS42","exome",NA
"LUAD","30%","SBS42","exome",NA
"LUAD","35%","SBS42","exome",NA
"LUAD","40%","SBS42","exome",NA
"LUAD","45%","SBS42","exome",NA
"LUAD","50%","SBS42","exome",NA
"LUAD","55%","SBS42","exome",NA
"LUAD","60%","SBS42","exome",NA
"LUAD","65%","SBS42","exome",NA
"LUAD","70%","SBS42","exome",NA
"LUAD","75%","SBS42","exome",NA
"LUAD","80%","SBS42","exome",NA
"LUAD","85%","SBS42","exome",NA
"LUAD","90%","SBS42","exome",NA
"LUAD","95%","SBS42","exome",NA
"LUAD","5%","SBS44","genome",NA
"LUAD","10%","SBS44","genome",NA
"LUAD","15%","SBS44","genome",NA
"LUAD","20%","SBS44","genome",NA
"LUAD","25%","SBS44","genome",NA
"LUAD","30%","SBS44","genome",NA
"LUAD","35%","SBS44","genome",NA
"LUAD","40%","SBS44","genome",NA
"LUAD","45%","SBS44","genome",NA
"LUAD","50%","SBS44","genome",NA
"LUAD","55%","SBS44","genome",NA
"LUAD","60%","SBS44","genome",NA
"LUAD","65%","SBS44","genome",NA
"LUAD","70%","SBS44","genome",NA
"LUAD","75%","SBS44","genome",NA
"LUAD","80%","SBS44","genome",NA
"LUAD","85%","SBS44","genome",NA
"LUAD","90%","SBS44","genome",NA
"LUAD","95%","SBS44","genome",NA
"LUAD","5%","SBS44","exome",NA
"LUAD","10%","SBS44","exome",NA
"LUAD","15%","SBS44","exome",NA
"LUAD","20%","SBS44","exome",NA
"LUAD","25%","SBS44","exome",NA
"LUAD","30%","SBS44","exome",NA
"LUAD","35%","SBS44","exome",NA
"LUAD","40%","SBS44","exome",NA
"LUAD","45%","SBS44","exome",NA
"LUAD","50%","SBS44","exome",NA
"LUAD","55%","SBS44","exome",NA
"LUAD","60%","SBS44","exome",NA
"LUAD","65%","SBS44","exome",NA
"LUAD","70%","SBS44","exome",NA
"LUAD","75%","SBS44","exome",NA
"LUAD","80%","SBS44","exome",NA
"LUAD","85%","SBS44","exome",NA
"LUAD","90%","SBS44","exome",NA
"LUAD","95%","SBS44","exome",NA
"LUSC","5%","SBS1","genome",1.264
"LUSC","10%","SBS1","genome",1.936
"LUSC","15%","SBS1","genome",2.104
"LUSC","20%","SBS1","genome",2.256
"LUSC","25%","SBS1","genome",2.86
"LUSC","30%","SBS1","genome",3.18
"LUSC","35%","SBS1","genome",3.392
"LUSC","40%","SBS1","genome",3.892
"LUSC","45%","SBS1","genome",4.044
"LUSC","50%","SBS1","genome",4.44
"LUSC","55%","SBS1","genome",4.988
"LUSC","60%","SBS1","genome",5.24
"LUSC","65%","SBS1","genome",5.488
"LUSC","70%","SBS1","genome",5.992
"LUSC","75%","SBS1","genome",6.84
"LUSC","80%","SBS1","genome",7.648
"LUSC","85%","SBS1","genome",8.332
"LUSC","90%","SBS1","genome",12.408
"LUSC","95%","SBS1","genome",14.368
"LUSC","5%","SBS1","exome",0.2
"LUSC","10%","SBS1","exome",0.2
"LUSC","15%","SBS1","exome",0.22
"LUSC","20%","SBS1","exome",0.22
"LUSC","25%","SBS1","exome",0.22
"LUSC","30%","SBS1","exome",0.224
"LUSC","35%","SBS1","exome",0.24
"LUSC","40%","SBS1","exome",0.24
"LUSC","45%","SBS1","exome",0.24
"LUSC","50%","SBS1","exome",0.26
"LUSC","55%","SBS1","exome",0.264
"LUSC","60%","SBS1","exome",0.288
"LUSC","65%","SBS1","exome",0.32
"LUSC","70%","SBS1","exome",0.36
"LUSC","75%","SBS1","exome",0.38
"LUSC","80%","SBS1","exome",0.424
"LUSC","85%","SBS1","exome",0.488
"LUSC","90%","SBS1","exome",0.572
"LUSC","95%","SBS1","exome",0.784
"LUSC","5%","SBS2","genome",8.674
"LUSC","10%","SBS2","genome",9.93
"LUSC","15%","SBS2","genome",14.507
"LUSC","20%","SBS2","genome",17.232
"LUSC","25%","SBS2","genome",18.23
"LUSC","30%","SBS2","genome",18.36
"LUSC","35%","SBS2","genome",20.827
"LUSC","40%","SBS2","genome",23.868
"LUSC","45%","SBS2","genome",28.078
"LUSC","50%","SBS2","genome",36.8
"LUSC","55%","SBS2","genome",39.549
"LUSC","60%","SBS2","genome",42.236
"LUSC","65%","SBS2","genome",46.377
"LUSC","70%","SBS2","genome",53.32
"LUSC","75%","SBS2","genome",62.235
"LUSC","80%","SBS2","genome",70.448
"LUSC","85%","SBS2","genome",75.469
"LUSC","90%","SBS2","genome",92.4440000000002
"LUSC","95%","SBS2","genome",125.643
"LUSC","5%","SBS2","exome",0.22
"LUSC","10%","SBS2","exome",0.264
"LUSC","15%","SBS2","exome",0.296
"LUSC","20%","SBS2","exome",0.32
"LUSC","25%","SBS2","exome",0.36
"LUSC","30%","SBS2","exome",0.412
"LUSC","35%","SBS2","exome",0.444
"LUSC","40%","SBS2","exome",0.52
"LUSC","45%","SBS2","exome",0.58
"LUSC","50%","SBS2","exome",0.62
"LUSC","55%","SBS2","exome",0.672
"LUSC","60%","SBS2","exome",0.74
"LUSC","65%","SBS2","exome",0.8
"LUSC","70%","SBS2","exome",0.84
"LUSC","75%","SBS2","exome",0.900000000000001
"LUSC","80%","SBS2","exome",0.992
"LUSC","85%","SBS2","exome",1.256
"LUSC","90%","SBS2","exome",1.872
"LUSC","95%","SBS2","exome",2.58
"LUSC","5%","SBS3","genome",NA
"LUSC","10%","SBS3","genome",NA
"LUSC","15%","SBS3","genome",NA
"LUSC","20%","SBS3","genome",NA
"LUSC","25%","SBS3","genome",NA
"LUSC","30%","SBS3","genome",NA
"LUSC","35%","SBS3","genome",NA
"LUSC","40%","SBS3","genome",NA
"LUSC","45%","SBS3","genome",NA
"LUSC","50%","SBS3","genome",NA
"LUSC","55%","SBS3","genome",NA
"LUSC","60%","SBS3","genome",NA
"LUSC","65%","SBS3","genome",NA
"LUSC","70%","SBS3","genome",NA
"LUSC","75%","SBS3","genome",NA
"LUSC","80%","SBS3","genome",NA
"LUSC","85%","SBS3","genome",NA
"LUSC","90%","SBS3","genome",NA
"LUSC","95%","SBS3","genome",NA
"LUSC","5%","SBS3","exome",5.8
"LUSC","10%","SBS3","exome",5.8
"LUSC","15%","SBS3","exome",5.8
"LUSC","20%","SBS3","exome",5.8
"LUSC","25%","SBS3","exome",5.8
"LUSC","30%","SBS3","exome",5.8
"LUSC","35%","SBS3","exome",5.8
"LUSC","40%","SBS3","exome",5.8
"LUSC","45%","SBS3","exome",5.8
"LUSC","50%","SBS3","exome",5.8
"LUSC","55%","SBS3","exome",5.8
"LUSC","60%","SBS3","exome",5.8
"LUSC","65%","SBS3","exome",5.8
"LUSC","70%","SBS3","exome",5.8
"LUSC","75%","SBS3","exome",5.8
"LUSC","80%","SBS3","exome",5.8
"LUSC","85%","SBS3","exome",5.8
"LUSC","90%","SBS3","exome",5.8
"LUSC","95%","SBS3","exome",5.8
"LUSC","5%","SBS4","genome",122.285
"LUSC","10%","SBS4","genome",160.744
"LUSC","15%","SBS4","genome",186.407
"LUSC","20%","SBS4","genome",216.164
"LUSC","25%","SBS4","genome",239.8
"LUSC","30%","SBS4","genome",288.796
"LUSC","35%","SBS4","genome",303.56
"LUSC","40%","SBS4","genome",326.096
"LUSC","45%","SBS4","genome",371.366
"LUSC","50%","SBS4","genome",380.14
"LUSC","55%","SBS4","genome",388.271
"LUSC","60%","SBS4","genome",420.712
"LUSC","65%","SBS4","genome",432.557
"LUSC","70%","SBS4","genome",500.378
"LUSC","75%","SBS4","genome",510.56
"LUSC","80%","SBS4","genome",562.028
"LUSC","85%","SBS4","genome",613.585
"LUSC","90%","SBS4","genome",635.35
"LUSC","95%","SBS4","genome",772.405
"LUSC","5%","SBS4","exome",2.08
"LUSC","10%","SBS4","exome",2.5
"LUSC","15%","SBS4","exome",2.784
"LUSC","20%","SBS4","exome",2.92
"LUSC","25%","SBS4","exome",3.13
"LUSC","30%","SBS4","exome",3.38
"LUSC","35%","SBS4","exome",3.54
"LUSC","40%","SBS4","exome",3.852
"LUSC","45%","SBS4","exome",4.046
"LUSC","50%","SBS4","exome",4.32
"LUSC","55%","SBS4","exome",4.514
"LUSC","60%","SBS4","exome",4.808
"LUSC","65%","SBS4","exome",5.026
"LUSC","70%","SBS4","exome",5.468
"LUSC","75%","SBS4","exome",6.54
"LUSC","80%","SBS4","exome",7.552
"LUSC","85%","SBS4","exome",8.24
"LUSC","90%","SBS4","exome",10.096
"LUSC","95%","SBS4","exome",12.868
"LUSC","5%","SBS5","genome",163.418
"LUSC","10%","SBS5","genome",216.454
"LUSC","15%","SBS5","genome",240.344
"LUSC","20%","SBS5","genome",250.84
"LUSC","25%","SBS5","genome",270.465
"LUSC","30%","SBS5","genome",301.646
"LUSC","35%","SBS5","genome",318.391
"LUSC","40%","SBS5","genome",331.324
"LUSC","45%","SBS5","genome",340.291
"LUSC","50%","SBS5","genome",378.02
"LUSC","55%","SBS5","genome",393.396
"LUSC","60%","SBS5","genome",399.772
"LUSC","65%","SBS5","genome",424.259
"LUSC","70%","SBS5","genome",450.878
"LUSC","75%","SBS5","genome",451.98
"LUSC","80%","SBS5","genome",471.596
"LUSC","85%","SBS5","genome",528.225
"LUSC","90%","SBS5","genome",603.34
"LUSC","95%","SBS5","genome",643.341
"LUSC","5%","SBS5","exome",1.368
"LUSC","10%","SBS5","exome",1.792
"LUSC","15%","SBS5","exome",2.116
"LUSC","20%","SBS5","exome",2.524
"LUSC","25%","SBS5","exome",2.9
"LUSC","30%","SBS5","exome",3.14
"LUSC","35%","SBS5","exome",3.392
"LUSC","40%","SBS5","exome",3.616
"LUSC","45%","SBS5","exome",3.86
"LUSC","50%","SBS5","exome",4.02
"LUSC","55%","SBS5","exome",4.36
"LUSC","60%","SBS5","exome",4.54
"LUSC","65%","SBS5","exome",5
"LUSC","70%","SBS5","exome",5.4
"LUSC","75%","SBS5","exome",5.7
"LUSC","80%","SBS5","exome",6.332
"LUSC","85%","SBS5","exome",7
"LUSC","90%","SBS5","exome",8.10800000000001
"LUSC","95%","SBS5","exome",9.34
"LUSC","5%","SBS6","genome",NA
"LUSC","10%","SBS6","genome",NA
"LUSC","15%","SBS6","genome",NA
"LUSC","20%","SBS6","genome",NA
"LUSC","25%","SBS6","genome",NA
"LUSC","30%","SBS6","genome",NA
"LUSC","35%","SBS6","genome",NA
"LUSC","40%","SBS6","genome",NA
"LUSC","45%","SBS6","genome",NA
"LUSC","50%","SBS6","genome",NA
"LUSC","55%","SBS6","genome",NA
"LUSC","60%","SBS6","genome",NA
"LUSC","65%","SBS6","genome",NA
"LUSC","70%","SBS6","genome",NA
"LUSC","75%","SBS6","genome",NA
"LUSC","80%","SBS6","genome",NA
"LUSC","85%","SBS6","genome",NA
"LUSC","90%","SBS6","genome",NA
"LUSC","95%","SBS6","genome",NA
"LUSC","5%","SBS6","exome",NA
"LUSC","10%","SBS6","exome",NA
"LUSC","15%","SBS6","exome",NA
"LUSC","20%","SBS6","exome",NA
"LUSC","25%","SBS6","exome",NA
"LUSC","30%","SBS6","exome",NA
"LUSC","35%","SBS6","exome",NA
"LUSC","40%","SBS6","exome",NA
"LUSC","45%","SBS6","exome",NA
"LUSC","50%","SBS6","exome",NA
"LUSC","55%","SBS6","exome",NA
"LUSC","60%","SBS6","exome",NA
"LUSC","65%","SBS6","exome",NA
"LUSC","70%","SBS6","exome",NA
"LUSC","75%","SBS6","exome",NA
"LUSC","80%","SBS6","exome",NA
"LUSC","85%","SBS6","exome",NA
"LUSC","90%","SBS6","exome",NA
"LUSC","95%","SBS6","exome",NA
"LUSC","5%","SBS7a","genome",NA
"LUSC","10%","SBS7a","genome",NA
"LUSC","15%","SBS7a","genome",NA
"LUSC","20%","SBS7a","genome",NA
"LUSC","25%","SBS7a","genome",NA
"LUSC","30%","SBS7a","genome",NA
"LUSC","35%","SBS7a","genome",NA
"LUSC","40%","SBS7a","genome",NA
"LUSC","45%","SBS7a","genome",NA
"LUSC","50%","SBS7a","genome",NA
"LUSC","55%","SBS7a","genome",NA
"LUSC","60%","SBS7a","genome",NA
"LUSC","65%","SBS7a","genome",NA
"LUSC","70%","SBS7a","genome",NA
"LUSC","75%","SBS7a","genome",NA
"LUSC","80%","SBS7a","genome",NA
"LUSC","85%","SBS7a","genome",NA
"LUSC","90%","SBS7a","genome",NA
"LUSC","95%","SBS7a","genome",NA
"LUSC","5%","SBS7a","exome",11.79
"LUSC","10%","SBS7a","exome",12.18
"LUSC","15%","SBS7a","exome",12.57
"LUSC","20%","SBS7a","exome",12.96
"LUSC","25%","SBS7a","exome",13.35
"LUSC","30%","SBS7a","exome",13.74
"LUSC","35%","SBS7a","exome",14.13
"LUSC","40%","SBS7a","exome",14.52
"LUSC","45%","SBS7a","exome",14.91
"LUSC","50%","SBS7a","exome",15.3
"LUSC","55%","SBS7a","exome",15.69
"LUSC","60%","SBS7a","exome",16.08
"LUSC","65%","SBS7a","exome",16.47
"LUSC","70%","SBS7a","exome",16.86
"LUSC","75%","SBS7a","exome",17.25
"LUSC","80%","SBS7a","exome",17.64
"LUSC","85%","SBS7a","exome",18.03
"LUSC","90%","SBS7a","exome",18.42
"LUSC","95%","SBS7a","exome",18.81
"LUSC","5%","SBS7b","genome",NA
"LUSC","10%","SBS7b","genome",NA
"LUSC","15%","SBS7b","genome",NA
"LUSC","20%","SBS7b","genome",NA
"LUSC","25%","SBS7b","genome",NA
"LUSC","30%","SBS7b","genome",NA
"LUSC","35%","SBS7b","genome",NA
"LUSC","40%","SBS7b","genome",NA
"LUSC","45%","SBS7b","genome",NA
"LUSC","50%","SBS7b","genome",NA
"LUSC","55%","SBS7b","genome",NA
"LUSC","60%","SBS7b","genome",NA
"LUSC","65%","SBS7b","genome",NA
"LUSC","70%","SBS7b","genome",NA
"LUSC","75%","SBS7b","genome",NA
"LUSC","80%","SBS7b","genome",NA
"LUSC","85%","SBS7b","genome",NA
"LUSC","90%","SBS7b","genome",NA
"LUSC","95%","SBS7b","genome",NA
"LUSC","5%","SBS7b","exome",27.61
"LUSC","10%","SBS7b","exome",27.78
"LUSC","15%","SBS7b","exome",27.95
"LUSC","20%","SBS7b","exome",28.12
"LUSC","25%","SBS7b","exome",28.29
"LUSC","30%","SBS7b","exome",28.46
"LUSC","35%","SBS7b","exome",28.63
"LUSC","40%","SBS7b","exome",28.8
"LUSC","45%","SBS7b","exome",28.97
"LUSC","50%","SBS7b","exome",29.14
"LUSC","55%","SBS7b","exome",29.31
"LUSC","60%","SBS7b","exome",29.48
"LUSC","65%","SBS7b","exome",29.65
"LUSC","70%","SBS7b","exome",29.82
"LUSC","75%","SBS7b","exome",29.99
"LUSC","80%","SBS7b","exome",30.16
"LUSC","85%","SBS7b","exome",30.33
"LUSC","90%","SBS7b","exome",30.5
"LUSC","95%","SBS7b","exome",30.67
"LUSC","5%","SBS7c","genome",NA
"LUSC","10%","SBS7c","genome",NA
"LUSC","15%","SBS7c","genome",NA
"LUSC","20%","SBS7c","genome",NA
"LUSC","25%","SBS7c","genome",NA
"LUSC","30%","SBS7c","genome",NA
"LUSC","35%","SBS7c","genome",NA
"LUSC","40%","SBS7c","genome",NA
"LUSC","45%","SBS7c","genome",NA
"LUSC","50%","SBS7c","genome",NA
"LUSC","55%","SBS7c","genome",NA
"LUSC","60%","SBS7c","genome",NA
"LUSC","65%","SBS7c","genome",NA
"LUSC","70%","SBS7c","genome",NA
"LUSC","75%","SBS7c","genome",NA
"LUSC","80%","SBS7c","genome",NA
"LUSC","85%","SBS7c","genome",NA
"LUSC","90%","SBS7c","genome",NA
"LUSC","95%","SBS7c","genome",NA
"LUSC","5%","SBS7c","exome",2.6
"LUSC","10%","SBS7c","exome",2.6
"LUSC","15%","SBS7c","exome",2.6
"LUSC","20%","SBS7c","exome",2.6
"LUSC","25%","SBS7c","exome",2.6
"LUSC","30%","SBS7c","exome",2.6
"LUSC","35%","SBS7c","exome",2.6
"LUSC","40%","SBS7c","exome",2.6
"LUSC","45%","SBS7c","exome",2.6
"LUSC","50%","SBS7c","exome",2.6
"LUSC","55%","SBS7c","exome",2.6
"LUSC","60%","SBS7c","exome",2.6
"LUSC","65%","SBS7c","exome",2.6
"LUSC","70%","SBS7c","exome",2.6
"LUSC","75%","SBS7c","exome",2.6
"LUSC","80%","SBS7c","exome",2.6
"LUSC","85%","SBS7c","exome",2.6
"LUSC","90%","SBS7c","exome",2.6
"LUSC","95%","SBS7c","exome",2.6
"LUSC","5%","SBS7d","genome",NA
"LUSC","10%","SBS7d","genome",NA
"LUSC","15%","SBS7d","genome",NA
"LUSC","20%","SBS7d","genome",NA
"LUSC","25%","SBS7d","genome",NA
"LUSC","30%","SBS7d","genome",NA
"LUSC","35%","SBS7d","genome",NA
"LUSC","40%","SBS7d","genome",NA
"LUSC","45%","SBS7d","genome",NA
"LUSC","50%","SBS7d","genome",NA
"LUSC","55%","SBS7d","genome",NA
"LUSC","60%","SBS7d","genome",NA
"LUSC","65%","SBS7d","genome",NA
"LUSC","70%","SBS7d","genome",NA
"LUSC","75%","SBS7d","genome",NA
"LUSC","80%","SBS7d","genome",NA
"LUSC","85%","SBS7d","genome",NA
"LUSC","90%","SBS7d","genome",NA
"LUSC","95%","SBS7d","genome",NA
"LUSC","5%","SBS7d","exome",NA
"LUSC","10%","SBS7d","exome",NA
"LUSC","15%","SBS7d","exome",NA
"LUSC","20%","SBS7d","exome",NA
"LUSC","25%","SBS7d","exome",NA
"LUSC","30%","SBS7d","exome",NA
"LUSC","35%","SBS7d","exome",NA
"LUSC","40%","SBS7d","exome",NA
"LUSC","45%","SBS7d","exome",NA
"LUSC","50%","SBS7d","exome",NA
"LUSC","55%","SBS7d","exome",NA
"LUSC","60%","SBS7d","exome",NA
"LUSC","65%","SBS7d","exome",NA
"LUSC","70%","SBS7d","exome",NA
"LUSC","75%","SBS7d","exome",NA
"LUSC","80%","SBS7d","exome",NA
"LUSC","85%","SBS7d","exome",NA
"LUSC","90%","SBS7d","exome",NA
"LUSC","95%","SBS7d","exome",NA
"LUSC","5%","SBS8","genome",103.375
"LUSC","10%","SBS8","genome",103.83
"LUSC","15%","SBS8","genome",104.285
"LUSC","20%","SBS8","genome",104.74
"LUSC","25%","SBS8","genome",105.195
"LUSC","30%","SBS8","genome",105.65
"LUSC","35%","SBS8","genome",106.105
"LUSC","40%","SBS8","genome",106.56
"LUSC","45%","SBS8","genome",107.015
"LUSC","50%","SBS8","genome",107.47
"LUSC","55%","SBS8","genome",107.925
"LUSC","60%","SBS8","genome",108.38
"LUSC","65%","SBS8","genome",108.835
"LUSC","70%","SBS8","genome",109.29
"LUSC","75%","SBS8","genome",109.745
"LUSC","80%","SBS8","genome",110.2
"LUSC","85%","SBS8","genome",110.655
"LUSC","90%","SBS8","genome",111.11
"LUSC","95%","SBS8","genome",111.565
"LUSC","5%","SBS8","exome",2.284
"LUSC","10%","SBS8","exome",2.388
"LUSC","15%","SBS8","exome",2.492
"LUSC","20%","SBS8","exome",2.596
"LUSC","25%","SBS8","exome",2.7
"LUSC","30%","SBS8","exome",2.796
"LUSC","35%","SBS8","exome",2.892
"LUSC","40%","SBS8","exome",2.988
"LUSC","45%","SBS8","exome",3.084
"LUSC","50%","SBS8","exome",3.18
"LUSC","55%","SBS8","exome",3.208
"LUSC","60%","SBS8","exome",3.236
"LUSC","65%","SBS8","exome",3.264
"LUSC","70%","SBS8","exome",3.292
"LUSC","75%","SBS8","exome",3.32
"LUSC","80%","SBS8","exome",3.556
"LUSC","85%","SBS8","exome",3.792
"LUSC","90%","SBS8","exome",4.028
"LUSC","95%","SBS8","exome",4.264
"LUSC","5%","SBS9","genome",NA
"LUSC","10%","SBS9","genome",NA
"LUSC","15%","SBS9","genome",NA
"LUSC","20%","SBS9","genome",NA
"LUSC","25%","SBS9","genome",NA
"LUSC","30%","SBS9","genome",NA
"LUSC","35%","SBS9","genome",NA
"LUSC","40%","SBS9","genome",NA
"LUSC","45%","SBS9","genome",NA
"LUSC","50%","SBS9","genome",NA
"LUSC","55%","SBS9","genome",NA
"LUSC","60%","SBS9","genome",NA
"LUSC","65%","SBS9","genome",NA
"LUSC","70%","SBS9","genome",NA
"LUSC","75%","SBS9","genome",NA
"LUSC","80%","SBS9","genome",NA
"LUSC","85%","SBS9","genome",NA
"LUSC","90%","SBS9","genome",NA
"LUSC","95%","SBS9","genome",NA
"LUSC","5%","SBS9","exome",NA
"LUSC","10%","SBS9","exome",NA
"LUSC","15%","SBS9","exome",NA
"LUSC","20%","SBS9","exome",NA
"LUSC","25%","SBS9","exome",NA
"LUSC","30%","SBS9","exome",NA
"LUSC","35%","SBS9","exome",NA
"LUSC","40%","SBS9","exome",NA
"LUSC","45%","SBS9","exome",NA
"LUSC","50%","SBS9","exome",NA
"LUSC","55%","SBS9","exome",NA
"LUSC","60%","SBS9","exome",NA
"LUSC","65%","SBS9","exome",NA
"LUSC","70%","SBS9","exome",NA
"LUSC","75%","SBS9","exome",NA
"LUSC","80%","SBS9","exome",NA
"LUSC","85%","SBS9","exome",NA
"LUSC","90%","SBS9","exome",NA
"LUSC","95%","SBS9","exome",NA
"LUSC","5%","SBS10a","genome",NA
"LUSC","10%","SBS10a","genome",NA
"LUSC","15%","SBS10a","genome",NA
"LUSC","20%","SBS10a","genome",NA
"LUSC","25%","SBS10a","genome",NA
"LUSC","30%","SBS10a","genome",NA
"LUSC","35%","SBS10a","genome",NA
"LUSC","40%","SBS10a","genome",NA
"LUSC","45%","SBS10a","genome",NA
"LUSC","50%","SBS10a","genome",NA
"LUSC","55%","SBS10a","genome",NA
"LUSC","60%","SBS10a","genome",NA
"LUSC","65%","SBS10a","genome",NA
"LUSC","70%","SBS10a","genome",NA
"LUSC","75%","SBS10a","genome",NA
"LUSC","80%","SBS10a","genome",NA
"LUSC","85%","SBS10a","genome",NA
"LUSC","90%","SBS10a","genome",NA
"LUSC","95%","SBS10a","genome",NA
"LUSC","5%","SBS10a","exome",NA
"LUSC","10%","SBS10a","exome",NA
"LUSC","15%","SBS10a","exome",NA
"LUSC","20%","SBS10a","exome",NA
"LUSC","25%","SBS10a","exome",NA
"LUSC","30%","SBS10a","exome",NA
"LUSC","35%","SBS10a","exome",NA
"LUSC","40%","SBS10a","exome",NA
"LUSC","45%","SBS10a","exome",NA
"LUSC","50%","SBS10a","exome",NA
"LUSC","55%","SBS10a","exome",NA
"LUSC","60%","SBS10a","exome",NA
"LUSC","65%","SBS10a","exome",NA
"LUSC","70%","SBS10a","exome",NA
"LUSC","75%","SBS10a","exome",NA
"LUSC","80%","SBS10a","exome",NA
"LUSC","85%","SBS10a","exome",NA
"LUSC","90%","SBS10a","exome",NA
"LUSC","95%","SBS10a","exome",NA
"LUSC","5%","SBS10b","genome",NA
"LUSC","10%","SBS10b","genome",NA
"LUSC","15%","SBS10b","genome",NA
"LUSC","20%","SBS10b","genome",NA
"LUSC","25%","SBS10b","genome",NA
"LUSC","30%","SBS10b","genome",NA
"LUSC","35%","SBS10b","genome",NA
"LUSC","40%","SBS10b","genome",NA
"LUSC","45%","SBS10b","genome",NA
"LUSC","50%","SBS10b","genome",NA
"LUSC","55%","SBS10b","genome",NA
"LUSC","60%","SBS10b","genome",NA
"LUSC","65%","SBS10b","genome",NA
"LUSC","70%","SBS10b","genome",NA
"LUSC","75%","SBS10b","genome",NA
"LUSC","80%","SBS10b","genome",NA
"LUSC","85%","SBS10b","genome",NA
"LUSC","90%","SBS10b","genome",NA
"LUSC","95%","SBS10b","genome",NA
"LUSC","5%","SBS10b","exome",NA
"LUSC","10%","SBS10b","exome",NA
"LUSC","15%","SBS10b","exome",NA
"LUSC","20%","SBS10b","exome",NA
"LUSC","25%","SBS10b","exome",NA
"LUSC","30%","SBS10b","exome",NA
"LUSC","35%","SBS10b","exome",NA
"LUSC","40%","SBS10b","exome",NA
"LUSC","45%","SBS10b","exome",NA
"LUSC","50%","SBS10b","exome",NA
"LUSC","55%","SBS10b","exome",NA
"LUSC","60%","SBS10b","exome",NA
"LUSC","65%","SBS10b","exome",NA
"LUSC","70%","SBS10b","exome",NA
"LUSC","75%","SBS10b","exome",NA
"LUSC","80%","SBS10b","exome",NA
"LUSC","85%","SBS10b","exome",NA
"LUSC","90%","SBS10b","exome",NA
"LUSC","95%","SBS10b","exome",NA
"LUSC","5%","SBS11","genome",NA
"LUSC","10%","SBS11","genome",NA
"LUSC","15%","SBS11","genome",NA
"LUSC","20%","SBS11","genome",NA
"LUSC","25%","SBS11","genome",NA
"LUSC","30%","SBS11","genome",NA
"LUSC","35%","SBS11","genome",NA
"LUSC","40%","SBS11","genome",NA
"LUSC","45%","SBS11","genome",NA
"LUSC","50%","SBS11","genome",NA
"LUSC","55%","SBS11","genome",NA
"LUSC","60%","SBS11","genome",NA
"LUSC","65%","SBS11","genome",NA
"LUSC","70%","SBS11","genome",NA
"LUSC","75%","SBS11","genome",NA
"LUSC","80%","SBS11","genome",NA
"LUSC","85%","SBS11","genome",NA
"LUSC","90%","SBS11","genome",NA
"LUSC","95%","SBS11","genome",NA
"LUSC","5%","SBS11","exome",NA
"LUSC","10%","SBS11","exome",NA
"LUSC","15%","SBS11","exome",NA
"LUSC","20%","SBS11","exome",NA
